starID,regionName,System Name,Star,power
40166005,Impass,M-VEJZ,Sun K5 (Orange Bright),620
40166027,Impass,LJK-T0,Sun K5 (Orange Bright),620
40166084,Impass,E7VE-V,Sun G5 (Pink),700
40166143,Impass,NUG-OF,Sun A0 (Blue Small),850
40166203,Impass,L6BY-P,Sun M0 (Orange radiant),500
40166297,Impass,U3SQ-X,Sun G3 (Pink Small),740
40166313,Impass,01TG-J,Sun K3 (Yellow Small),650
40166362,Impass,UK-SHL,Sun K5 (Red Giant),580
40166430,Impass,A1BK-A,Sun G5 (Pink),700
40166501,Impass,N-7ECY,Sun G5 (Pink),700
40166599,Impass,4-MPSJ,Sun O1 (Bright Blue),1000
40166685,Impass,TWJ-AW,Sun K5 (Orange Bright),620
40166725,Impass,PZMA-E,Sun K5 (Red Giant),580
40166744,Impass,442-CS,Sun K7 (Orange),550
40166804,Impass,Z-N9IP,Sun K3 (Yellow Small),650
40166854,Impass,9ZFH-Z,Sun K5 (Red Giant),580
40166914,Impass,6E-MOW,Sun O1 (Bright Blue),1000
40167011,Impass,GBT4-J,Sun B0 (Blue),900
40167102,Impass,GZ1-A1,Sun A0 (Blue Small),850
40167173,Impass,X-0CKQ,Sun K7 (Orange),550
40167271,Impass,6B-GKA,Sun K7 (Orange),550
40167338,Impass,LHGA-W,Sun G5 (Pink),700
40167376,Impass,4RS-L1,Sun K5 (Orange Bright),620
40167408,Impass,D-L4H0,Sun M0 (Orange radiant),500
40167462,Impass,GU-9F4,Sun K7 (Orange),550
40167505,Impass,FG-1GH,Sun M0 (Orange radiant),500
40167562,Impass,WFYM-0,Sun K3 (Yellow Small),650
40167617,Impass,FR-B1H,Sun M0 (Orange radiant),500
40167679,Impass,DDI-B7,Sun K3 (Yellow Small),650
40178857,The Kalevala Expanse,N-JK02,Sun B0 (Blue),900
40178924,The Kalevala Expanse,JT2I-7,Sun M0 (Orange radiant),500
40179018,The Kalevala Expanse,XTJ-5Q,Sun K7 (Orange),550
40179066,The Kalevala Expanse,1-KCSA,Sun K3 (Yellow Small),650
40179143,The Kalevala Expanse,UJXC-B,Sun G5 (Yellow),680
40179228,The Kalevala Expanse,UDVW-O,Sun M0 (Orange radiant),500
40179300,The Kalevala Expanse,F48K-D,Sun M0 (Orange radiant),500
40179347,The Kalevala Expanse,FBH-JN,Sun K5 (Orange Bright),620
40179382,The Kalevala Expanse,BVRQ-O,Sun K5 (Orange Bright),620
40179413,The Kalevala Expanse,QX-4HO,Sun G3 (Pink Small),740
40179456,The Kalevala Expanse,LS3-HP,Sun M0 (Orange radiant),500
40179534,The Kalevala Expanse,SH6X-F,Sun G5 (Pink),700
40179586,The Kalevala Expanse,6V-D0E,Sun M0 (Orange radiant),500
40179630,The Kalevala Expanse,SG-3HY,Sun G5 (Yellow),680
40179731,The Kalevala Expanse,AU2V-J,Sun K7 (Orange),550
40179802,The Kalevala Expanse,SY-0AM,Sun K7 (Orange),550
40179843,The Kalevala Expanse,A-YB15,Sun K5 (Orange Bright),620
40179890,The Kalevala Expanse,QZX-L9,Sun M0 (Orange radiant),500
40179926,The Kalevala Expanse,D-6PKO,Sun A0 (Blue Small),850
40180015,The Kalevala Expanse,RAI-0E,Sun A0 (Blue Small),850
40180070,The Kalevala Expanse,MN9P-A,Sun K7 (Orange),550
40180137,The Kalevala Expanse,TA9T-P,Sun G5 (Yellow),680
40180184,The Kalevala Expanse,L-TLFU,Sun K5 (Orange Bright),620
40180247,The Kalevala Expanse,BM-VYZ,Sun A0 (Blue Small),850
40180333,The Kalevala Expanse,Q-GICU,Sun K5 (Orange Bright),620
40180420,The Kalevala Expanse,EPCD-D,Sun G5 (Yellow),680
40180471,The Kalevala Expanse,0S1-GI,Sun M0 (Orange radiant),500
40180530,The Kalevala Expanse,L-GY1B,Sun K5 (Orange Bright),620
40180552,The Kalevala Expanse,74-DRC,Sun K5 (Red Giant),580
40180609,The Kalevala Expanse,LE-67X,Sun K5 (Red Giant),580
40180641,The Kalevala Expanse,B1UE-J,Sun K5 (Red Giant),580
40180691,The Kalevala Expanse,O31W-6,Sun M0 (Orange radiant),500
40180757,The Kalevala Expanse,M3-H2Y,Sun K3 (Yellow Small),650
40180772,The Kalevala Expanse,G-KCFT,Sun G5 (Yellow),680
40180839,The Kalevala Expanse,WNM-V0,Sun K5 (Orange Bright),620
40180860,The Kalevala Expanse,6FS-CZ,Sun K5 (Red Giant),580
40180921,The Kalevala Expanse,HPV-RJ,Sun K5 (Red Giant),580
40180965,The Kalevala Expanse,H7S-5I,Sun K3 (Yellow Small),650
40180996,The Kalevala Expanse,C3J0-O,Sun M0 (Orange radiant),500
40181044,The Kalevala Expanse,GSO-SR,Sun G5 (Pink),700
40181102,The Kalevala Expanse,B3ZU-H,Sun K5 (Red Giant),580
40181165,The Kalevala Expanse,G4-QU6,Sun K7 (Orange),550
40181247,The Kalevala Expanse,V2-GZS,Sun M0 (Orange radiant),500
40181334,The Kalevala Expanse,HD-HOZ,Sun K3 (Yellow Small),650
40181390,The Kalevala Expanse,42G-OB,Sun M0 (Orange radiant),500
40181451,The Kalevala Expanse,LEM-I1,Sun G5 (Pink),700
40181548,The Kalevala Expanse,1S-SU1,Sun K5 (Red Giant),580
40181578,The Kalevala Expanse,ND-GL4,Sun K7 (Orange),550
40181675,The Kalevala Expanse,9-0QB7,Sun G5 (Pink),700
40181705,The Kalevala Expanse,M-75WN,Sun K7 (Orange),550
40181779,The Kalevala Expanse,PNFW-O,Sun M0 (Orange radiant),500
40181871,The Kalevala Expanse,HVGR-R,Sun G3 (Pink Small),740
40181957,The Kalevala Expanse,K76A-3,Sun G5 (Yellow),680
40182053,The Kalevala Expanse,K95-9I,Sun M0 (Orange radiant),500
40182177,The Kalevala Expanse,R1O-GN,Sun K5 (Red Giant),580
40182217,The Kalevala Expanse,GQ-7SP,Sun K3 (Yellow Small),650
40182292,The Kalevala Expanse,BGMZ-0,Sun B5 (White Dwarf),820
40182318,The Kalevala Expanse,I2D3-5,Sun K7 (Orange),550
40182420,The Kalevala Expanse,FZX-PU,Sun K7 (Orange),550
40182516,The Kalevala Expanse,O9K-FT,Sun M0 (Orange radiant),500
40182588,The Kalevala Expanse,RQOO-U,Sun G5 (Yellow),680
40182681,The Kalevala Expanse,FB5U-I,Sun O1 (Bright Blue),1000
40182737,The Kalevala Expanse,BZ-BCK,Sun M0 (Orange radiant),500
40182859,The Kalevala Expanse,5-VFC6,Sun O1 (Bright Blue),1000
40182976,The Kalevala Expanse,O5-YNW,Sun M0 (Orange radiant),500
40183069,The Kalevala Expanse,86L-9F,Sun K5 (Orange Bright),620
40183101,The Kalevala Expanse,IUU3-L,Sun M0 (Orange radiant),500
40183198,The Kalevala Expanse,J-OAH2,Sun G3 (Pink Small),740
40183299,The Kalevala Expanse,S-LHPJ,Sun K5 (Red Giant),580
40183332,Deklein,4U90-Z,Sun K7 (Orange),550
40183377,Deklein,T-945F,Sun G3 (Pink Small),740
40183406,Deklein,FO8M-2,Sun B5 (White Dwarf),820
40183495,Deklein,AD-CBT,Sun G5 (Yellow),680
40183580,Deklein,QPO-WI,Sun K7 (Orange),550
40183623,Deklein,R8S-1K,Sun F0 (White),780
40183694,Deklein,94-H3F,Sun K7 (Orange),550
40183748,Deklein,CU9-T0,Sun K5 (Orange Bright),620
40183783,Deklein,XCF-8N,Sun G3 (Pink Small),740
40183845,Deklein,FMB-JP,Sun K3 (Yellow Small),650
40183866,Deklein,0P-F3K,Sun K7 (Orange),550
40183934,Deklein,K5F-Z2,Sun K3 (Yellow Small),650
40183990,Deklein,TXME-A,Sun M0 (Orange radiant),500
40184085,Deklein,YA0-XJ,Sun M0 (Orange radiant),500
40184149,Deklein,2-KF56,Sun M0 (Orange radiant),500
40184215,Deklein,VFK-IV,Sun G5 (Yellow),680
40184285,Deklein,2R-CRW,Sun G5 (Pink),700
40184393,Deklein,CCP-US,Sun K5 (Red Giant),580
40184482,Deklein,II-5O9,Sun F0 (White),780
40184559,Deklein,I30-3A,Sun G5 (Yellow),680
40184592,Deklein,2O9G-D,Sun G5 (Pink),700
40184660,Deklein,NC-N3F,Sun M0 (Orange radiant),500
40184732,Deklein,JU-OWQ,Sun G3 (Pink Small),740
40184804,Deklein,S-DN5M,Sun M0 (Orange radiant),500
40184887,Deklein,MXX5-9,Sun M0 (Orange radiant),500
40184958,Deklein,ZZZR-5,Sun K5 (Orange Bright),620
40184978,Deklein,C7Y-7Z,Sun G3 (Pink Small),740
40184999,Deklein,X-Z4DA,Sun K7 (Orange),550
40185061,Deklein,3OAT-Q,Sun K5 (Orange Bright),620
40185103,Deklein,N-TFXK,Sun M0 (Orange radiant),500
40185204,Deklein,33RB-O,Sun M0 (Orange radiant),500
40185296,Deklein,DKUK-G,Sun K5 (Red Giant),580
40185320,Deklein,3QE-9Q,Sun K7 (Orange),550
40185370,Deklein,E-FIC0,Sun F0 (White),780
40185457,Deklein,ZOYW-O,Sun G5 (Yellow),680
40185484,Deklein,85-B52,Sun G5 (Yellow),680
40185577,Deklein,YZ-UKA,Sun M0 (Orange radiant),500
40185650,Deklein,RO0-AF,Sun K7 (Orange),550
40185719,Deklein,5W3-DG,Sun M0 (Orange radiant),500
40185753,Deklein,LT-DRO,Sun B5 (White Dwarf),820
40185818,Deklein,7T6P-C,Sun K3 (Yellow Small),650
40185892,Deklein,8S28-3,Sun B5 (White Dwarf),820
40185999,Deklein,E3UY-6,Sun K3 (Yellow Small),650
40186055,Deklein,LEK-N5,Sun G5 (Pink),700
40186089,Deklein,AGG-NR,Sun K3 (Yellow Small),650
40186124,Deklein,0V0R-R,Sun K5 (Orange Bright),620
40186228,Deklein,O-2RNZ,Sun A0 (Blue Small),850
40186293,Deklein,OWXT-5,Sun B0 (Blue),900
40186375,Deklein,3JN9-Q,Sun M0 (Orange radiant),500
40186469,Deklein,3T7-M8,Sun K5 (Orange Bright),620
40186554,Deklein,WUZ-WM,Sun G5 (Pink),700
40186664,Deklein,MZ1E-P,Sun K7 (Orange),550
40186740,Deklein,43B-O1,Sun B0 (Blue),900
40186791,Deklein,J1AU-9,Sun G3 (Pink Small),740
40186865,Deklein,X3-PBC,Sun G3 (Pink Small),740
40186901,Deklein,4N-BUI,Sun K5 (Orange Bright),620
40187002,Deklein,N2IS-B,Sun A0 (Blue Small),850
40187064,Deklein,XCBK-X,Sun K5 (Orange Bright),620
40187083,Deklein,GY5-26,Sun A0 (Blue Small),850
40187174,Deklein,VPLL-N,Sun B5 (White Dwarf),820
40187242,Deklein,9CK-KZ,Sun M0 (Orange radiant),500
40187323,Deklein,5S-KXA,Sun K5 (Orange Bright),620
40187357,Deklein,U-TJ7Y,Sun G5 (Yellow),680
40187427,Deklein,A4L-A2,Sun M0 (Orange radiant),500
40187507,Deklein,CZDJ-1,Sun G3 (Pink Small),740
40187538,Deklein,RG9-7U,Sun G5 (Pink),700
40187606,Deklein,UJY-HE,Sun K7 (Orange),550
40187628,Deklein,UEJX-G,Sun F0 (White),780
40196775,Esoteria,VYJ-DA,Sun K7 (Orange),550
40196856,Esoteria,HHQ-M1,Sun G3 (Pink Small),740
40196948,Esoteria,A-CJGE,Sun F0 (White),780
40197049,Esoteria,G2-INZ,Sun K5 (Red Giant),580
40197070,Esoteria,WAC-HW,Sun B0 (Blue),900
40197093,Esoteria,HT4K-M,Sun G3 (Pink Small),740
40197182,Esoteria,RBW-8G,Sun G5 (Yellow),680
40197242,Esoteria,4-OUKF,Sun M0 (Orange radiant),500
40197320,Esoteria,HAJ-DQ,Sun G5 (Yellow),680
40197392,Esoteria,JAUD-V,Sun M0 (Orange radiant),500
40197419,Esoteria,DTX8-M,Sun B0 (Blue),900
40197465,Esoteria,C9N-CC,Sun K5 (Red Giant),580
40197485,Esoteria,X-7BIX,Sun K5 (Orange Bright),620
40197529,Esoteria,5-9UXZ,Sun M0 (Orange radiant),500
40197603,Esoteria,Q0OH-V,Sun M0 (Orange radiant),500
40197717,Esoteria,C-VZAK,Sun B0 (Blue),900
40197778,Esoteria,0-O6XF,Sun M0 (Orange radiant),500
40197867,Esoteria,D-FVI7,Sun M0 (Orange radiant),500
40197915,Esoteria,VL7-60,Sun K7 (Orange),550
40197966,Esoteria,NH-R5B,Sun K3 (Yellow Small),650
40198001,Esoteria,FN-GFQ,Sun M0 (Orange radiant),500
40198034,Esoteria,XKZ8-H,Sun K7 (Orange),550
40198099,Esoteria,WX-6UX,Sun O1 (Bright Blue),1000
40198141,Esoteria,BZ-0GW,Sun K5 (Orange Bright),620
40198245,Esoteria,16P-PX,Sun F0 (White),780
40198325,Esoteria,CR-0E5,Sun G5 (Pink),700
40198389,Esoteria,Z-Y9C3,Sun K7 (Orange),550
40198461,Esoteria,A1-AUH,Sun K3 (Yellow Small),650
40198534,Esoteria,F-UVBV,Sun G3 (Pink Small),740
40198614,Esoteria,R-FM0G,Sun K5 (Red Giant),580
40198677,Esoteria,TEIZ-C,Sun K5 (Orange Bright),620
40198738,Esoteria,VUAC-Y,Sun F0 (White),780
40198825,Esoteria,V-XANH,Sun B5 (White Dwarf),820
40198852,Esoteria,450I-W,Sun G5 (Yellow),680
40198881,Esoteria,OIOM-Y,Sun M0 (Orange radiant),500
40198932,Esoteria,G-YZUX,Sun K5 (Red Giant),580
40198999,Esoteria,CZ6U-1,Sun K3 (Yellow Small),650
40199026,Esoteria,D-PNP9,Sun K5 (Red Giant),580
40199090,Esoteria,E1UU-3,Sun K3 (Yellow Small),650
40199114,Esoteria,P-3XVV,Sun K5 (Red Giant),580
40199210,Esoteria,BY-MSY,Sun O1 (Bright Blue),1000
40199277,Esoteria,6EK-BV,Sun M0 (Orange radiant),500
40199325,Esoteria,IR-FDV,Sun A0 (Blue Small),850
40199417,Esoteria,NIZJ-0,Sun K5 (Red Giant),580
40199500,Esoteria,J-RVGD,Sun M0 (Orange radiant),500
40199604,Esoteria,V1ZC-S,Sun G5 (Pink),700
40199660,Esoteria,H-T40Z,Sun G3 (Pink Small),740
40199735,Esoteria,6-TYRX,Sun F0 (White),780
40199787,Esoteria,Q1-R7K,Sun K5 (Red Giant),580
40199831,Esoteria,111-F1,Sun K3 (Yellow Small),650
40199876,Esoteria,JD-TYH,Sun K7 (Orange),550
40199949,Esoteria,02V-BK,Sun B5 (White Dwarf),820
40200041,Esoteria,A5MT-B,Sun K3 (Yellow Small),650
40200116,Esoteria,R-ARKN,Sun A0 (Blue Small),850
40200195,Esoteria,SN9S-N,Sun M0 (Orange radiant),500
40200273,Esoteria,MS2-V8,Sun G3 (Pink Small),740
40200330,Esoteria,Z-MO29,Sun K5 (Red Giant),580
40200384,Esoteria,G-JC9R,Sun B5 (White Dwarf),820
40200457,Esoteria,DIBH-Q,Sun A0 (Blue Small),850
40200514,Esoteria,DNEP-Y,Sun G5 (Yellow),680
40200606,Esoteria,YAP-TN,Sun B5 (White Dwarf),820
40200680,Esoteria,PE-H02,Sun K3 (Yellow Small),650
40200737,Esoteria,H-YHYM,Sun G5 (Pink),700
40200753,Esoteria,G-4H4C,Sun K3 (Yellow Small),650
40200772,Esoteria,HHE5-L,Sun K5 (Red Giant),580
40200791,Esoteria,P9F-ZG,Sun K3 (Yellow Small),650
40200869,Esoteria,QFGB-E,Sun O1 (Bright Blue),1000
40200941,Esoteria,7P-J38,Sun G5 (Yellow),680
40201005,Esoteria,WT-2J9,Sun K5 (Red Giant),580
40201048,Esoteria,PK-PHZ,Sun K3 (Yellow Small),650
40201073,Esoteria,L-M6JK,Sun K3 (Yellow Small),650
40201088,Esoteria,C-PEWN,Sun G5 (Yellow),680
40201146,Esoteria,DL-CDY,Sun K5 (Red Giant),580
40201189,Esoteria,29YH-V,Sun G3 (Pink Small),740
40201224,Esoteria,LG-RO2,Sun G5 (Yellow),680
40201295,Esoteria,X-HISR,Sun K5 (Red Giant),580
40201352,Esoteria,QS-530,Sun G5 (Yellow),680
40201466,Esoteria,VR-YRV,Sun K7 (Orange),550
40201517,Esoteria,IPX-H5,Sun G5 (Yellow),680
40201548,Esoteria,KSM-1T,Sun K7 (Orange),550
40201588,Esoteria,YRV-MZ,Sun K5 (Red Giant),580
40201659,Esoteria,6SB-BN,Sun M0 (Orange radiant),500
40201708,Esoteria,B1D-KU,Sun K3 (Yellow Small),650
40201722,Esoteria,QFIU-K,Sun K3 (Yellow Small),650
40201759,Esoteria,2R-KLH,Sun K7 (Orange),550
40201855,Oasa,QB-AE6,Sun G3 (Pink Small),740
40201922,Oasa,G-W1ND,Sun M0 (Orange radiant),500
40202012,Oasa,MZLW-9,Sun M0 (Orange radiant),500
40202116,Oasa,ND-X7X,Sun K3 (Yellow Small),650
40202170,Oasa,DGDT-3,Sun K7 (Orange),550
40202216,Oasa,2-WNTD,Sun M0 (Orange radiant),500
40202306,Oasa,83-YGI,Sun F0 (White),780
40202337,Oasa,KH-EWC,Sun K3 (Yellow Small),650
40202363,Oasa,3VL6-I,Sun B5 (White Dwarf),820
40202485,Oasa,F-816R,Sun K5 (Red Giant),580
40202552,Oasa,DS3-6A,Sun G5 (Yellow),680
40202582,Oasa,V0-H4L,Sun K7 (Orange),550
40202658,Oasa,T-HMWP,Sun M0 (Orange radiant),500
40202730,Oasa,DYS-CG,Sun B0 (Blue),900
40202822,Oasa,MTGF-2,Sun K7 (Orange),550
40202864,Oasa,0-QP56,Sun K5 (Orange Bright),620
40202899,Oasa,GTQ-C9,Sun G5 (Yellow),680
40202968,Oasa,M-NWLB,Sun K3 (Yellow Small),650
40203025,Oasa,ORB4-J,Sun G5 (Yellow),680
40203133,Oasa,GGMF-J,Sun M0 (Orange radiant),500
40203198,Oasa,IG-4OF,Sun G5 (Yellow),680
40203274,Oasa,LQQH-J,Sun G5 (Yellow),680
40203339,Oasa,W5-VBR,Sun K7 (Orange),550
40203398,Oasa,J-D5U7,Sun G5 (Pink),700
40203428,Oasa,Y-770C,Sun M0 (Orange radiant),500
40203517,Oasa,X-Z4JW,Sun G5 (Yellow),680
40203578,Oasa,R8WV-7,Sun O1 (Bright Blue),1000
40203621,Oasa,6U-MFQ,Sun B5 (White Dwarf),820
40203711,Oasa,1EO-OE,Sun G5 (Yellow),680
40203747,Oasa,YQTK-R,Sun G5 (Yellow),680
40203829,Oasa,FZCR-3,Sun K3 (Yellow Small),650
40203863,Oasa,5-9L3H,Sun M0 (Orange radiant),500
40203968,Oasa,1-HDQ4,Sun K7 (Orange),550
40204018,Oasa,WVMS-X,Sun G5 (Yellow),680
40204037,Oasa,7-UVMT,Sun A0 (Blue Small),850
40204051,Oasa,R-ZESX,Sun K5 (Red Giant),580
40204118,Oasa,IO-R2S,Sun K5 (Red Giant),580
40204184,Oasa,HF-K3O,Sun M0 (Orange radiant),500
40204266,Oasa,QE2-FS,Sun M0 (Orange radiant),500
40204322,Oasa,Q-ITV5,Sun G5 (Pink),700
40204409,Oasa,5JEZ-I,Sun G5 (Yellow),680
40204495,Oasa,XEF6-Z,Sun K5 (Red Giant),580
40204589,Oasa,SON-TW,Sun K7 (Orange),550
40204656,Oasa,V-X0KM,Sun K7 (Orange),550
40204704,Oasa,U9SE-N,Sun G5 (Pink),700
40204777,Oasa,XXZ-3W,Sun G3 (Pink Small),740
40204892,Oasa,RF-X7V,Sun K5 (Orange Bright),620
40204976,Oasa,BQ0-UU,Sun M0 (Orange radiant),500
40205101,Oasa,3-JG3X,Sun K7 (Orange),550
40205148,Oasa,GK3-RX,Sun G5 (Pink),700
40205226,Oasa,1P-QWR,Sun M0 (Orange radiant),500
40205304,Oasa,FJ-GUR,Sun K5 (Red Giant),580
40205324,Oasa,UGR-J2,Sun G5 (Pink),700
40205375,Oasa,QZ-DIZ,Sun M0 (Orange radiant),500
40205484,Oasa,Y-0HVF,Sun G3 (Pink Small),740
40205538,Oasa,21M1-B,Sun K3 (Yellow Small),650
40205602,Oasa,KED-2O,Sun K5 (Red Giant),580
40205643,Oasa,U-RELP,Sun G5 (Yellow),680
40205715,Oasa,IAMJ-Q,Sun O1 (Bright Blue),1000
40205780,Oasa,E6Q-LE,Sun K5 (Red Giant),580
40205818,Oasa,HO4E-Q,Sun G5 (Pink),700
40205885,Oasa,QY2Y-N,Sun K5 (Orange Bright),620
40205901,Oasa,X-9ZZR,Sun G5 (Yellow),680
40205955,Oasa,RO-AIQ,Sun K7 (Orange),550
40206009,Oasa,VZEG-B,Sun G3 (Pink Small),740
40206078,Oasa,P-ZWKH,Sun K5 (Red Giant),580
40206106,Oasa,9G5J-1,Sun B0 (Blue),900
40206199,Oasa,B-ETDW,Sun K3 (Yellow Small),650
40206226,Oasa,0PU2-R,Sun G5 (Yellow),680
40206328,Oasa,XM-RMD,Sun F0 (White),780
40206355,Oasa,91-KD8,Sun G5 (Yellow),680
40206411,Oasa,OZ-DS5,Sun K5 (Orange Bright),620
40206430,Oasa,LA2-KV,Sun A0 (Blue Small),850
40206496,Oasa,WW-OVQ,Sun G5 (Pink),700
40206568,Oasa,S7WI-F,Sun K5 (Red Giant),580
40206660,Oasa,1-BK1Q,Sun M0 (Orange radiant),500
40206708,Oasa,X-CYNC,Sun M0 (Orange radiant),500
40206843,Oasa,RJBC-I,Sun M0 (Orange radiant),500
40206937,Oasa,H-MHWF,Sun A0 (Blue Small),850
40206996,Oasa,PND-SI,Sun K7 (Orange),550
40207052,Oasa,XKM-DE,Sun K3 (Yellow Small),650
40207117,Oasa,JXQJ-B,Sun G5 (Yellow),680
40207138,Oasa,Y-BIPM,Sun G5 (Yellow),680
40207177,Oasa,QYT-X8,Sun K3 (Yellow Small),650
40207247,Oasa,5-IH57,Sun G5 (Yellow),680
40229054,Tenal,H1-ESN,Sun K5 (Red Giant),580
40229100,Tenal,3DR-CR,Sun K7 (Orange),550
40229172,Tenal,RLTG-3,Sun K5 (Red Giant),580
40229239,Tenal,S-EVIQ,Sun G5 (Yellow),680
40229260,Tenal,EOY-BG,Sun G5 (Yellow),680
40229275,Tenal,PNS7-J,Sun G3 (Pink Small),740
40229317,Tenal,IG-ZAM,Sun G5 (Pink),700
40229400,Tenal,0-UVHJ,Sun O1 (Bright Blue),1000
40229449,Tenal,NCG-PW,Sun G5 (Yellow),680
40229503,Tenal,1QH-0K,Sun K7 (Orange),550
40229595,Tenal,ZH3-BS,Sun G5 (Yellow),680
40229670,Tenal,ZJ-QOO,Sun F0 (White),780
40229683,Tenal,ZXA-V6,Sun K5 (Orange Bright),620
40229741,Tenal,I1-BE8,Sun K5 (Red Giant),580
40229800,Tenal,W8O-19,Sun K5 (Orange Bright),620
40229841,Tenal,U1TX-A,Sun K3 (Yellow Small),650
40229885,Tenal,1BWK-S,Sun K3 (Yellow Small),650
40229926,Tenal,KMV-CQ,Sun G5 (Yellow),680
40229964,Tenal,RKE-CP,Sun K5 (Red Giant),580
40229988,Tenal,NV-3KA,Sun A0 (Blue Small),850
40230040,Tenal,S-1LIO,Sun K7 (Orange),550
40230060,Tenal,S-KSWL,Sun K5 (Orange Bright),620
40230095,Tenal,5-O8B1,Sun M0 (Orange radiant),500
40230149,Tenal,R-YWID,Sun K3 (Yellow Small),650
40230244,Tenal,30-D5G,Sun K5 (Red Giant),580
40230283,Tenal,HB-FSO,Sun G5 (Yellow),680
40230345,Tenal,J1-KJP,Sun K7 (Orange),550
40230413,Tenal,KW-1MV,Sun G5 (Pink),700
40230480,Tenal,G06-8Y,Sun B0 (Blue),900
40230578,Tenal,U-O2DA,Sun G5 (Pink),700
40230620,Tenal,WV-0R2,Sun M0 (Orange radiant),500
40230663,Tenal,SZ6-TA,Sun O1 (Bright Blue),1000
40230731,Tenal,6-AOLS,Sun K5 (Orange Bright),620
40230762,Tenal,IKTD-P,Sun G5 (Yellow),680
40230824,Tenal,33CE-7,Sun O1 (Bright Blue),1000
40230923,Tenal,L-P3XM,Sun M0 (Orange radiant),500
40230992,Tenal,DCJ-ZT,Sun K5 (Red Giant),580
40231070,Tenal,O36A-P,Sun B0 (Blue),900
40231143,Tenal,Z-LO6I,Sun M0 (Orange radiant),500
40231205,Tenal,0M-103,Sun G3 (Pink Small),740
40231254,Tenal,6OYQ-Z,Sun K7 (Orange),550
40231311,Tenal,HE5T-A,Sun G3 (Pink Small),740
40231327,Tenal,A-1IJ9,Sun K5 (Orange Bright),620
40231338,Tenal,Y-YHZQ,Sun B5 (White Dwarf),820
40231434,Tenal,Z-SR1I,Sun K3 (Yellow Small),650
40231463,Tenal,GW7P-8,Sun G5 (Pink),700
40231557,Tenal,SF-XJS,Sun G5 (Yellow),680
40231652,Tenal,A1RR-M,Sun B5 (White Dwarf),820
40231710,Tenal,AR-5SY,Sun M0 (Orange radiant),500
40231786,Tenal,OE-4HB,Sun K5 (Orange Bright),620
40231824,Tenal,ZK-YQ3,Sun K5 (Red Giant),580
40231905,Tenal,MZPH-W,Sun K3 (Yellow Small),650
40231932,Tenal,W0X-MG,Sun K7 (Orange),550
40231988,Tenal,JI-1UQ,Sun G5 (Pink),700
40232053,Tenal,EN-GTB,Sun K5 (Red Giant),580
40232131,Tenal,U5-XW7,Sun G3 (Pink Small),740
40232149,Tenal,JSI-LL,Sun G5 (Yellow),680
40232171,Tenal,M-UC0S,Sun B0 (Blue),900
40232192,Tenal,V7-MID,Sun G3 (Pink Small),740
40232281,Tenal,SY0W-2,Sun K5 (Orange Bright),620
40232345,Tenal,2-3Q2G,Sun A0 (Blue Small),850
40232413,Tenal,Q1U-IU,Sun K7 (Orange),550
40232498,Tenal,C-XNUA,Sun K3 (Yellow Small),650
40232546,Tenal,7D-PAT,Sun K5 (Orange Bright),620
40232625,Tenal,V-LDEJ,Sun K3 (Yellow Small),650
40232651,Tenal,T-K10W,Sun M0 (Orange radiant),500
40232711,Tenal,P-UCRP,Sun M0 (Orange radiant),500
40232765,Tenal,3-QYVE,Sun G5 (Yellow),680
40232833,Fade,C8-CHY,Sun K7 (Orange),550
40232906,Fade,E-9ORY,Sun G3 (Pink Small),740
40232935,Fade,CR-IFM,Sun G3 (Pink Small),740
40233015,Fade,HHK-VL,Sun M0 (Orange radiant),500
40233093,Fade,P-33KR,Sun B0 (Blue),900
40233141,Fade,DO6H-Q,Sun B5 (White Dwarf),820
40233216,Fade,DW-T2I,Sun G5 (Pink),700
40233268,Fade,O-CNPR,Sun K5 (Red Giant),580
40233335,Fade,L-SCBU,Sun G5 (Yellow),680
40233390,Fade,VRH-H7,Sun K5 (Orange Bright),620
40233431,Fade,O1Y-ED,Sun K7 (Orange),550
40233516,Fade,K4YZ-Y,Sun A0 (Blue Small),850
40233633,Fade,X36Y-G,Sun K5 (Red Giant),580
40233662,Fade,L-C3O7,Sun M0 (Orange radiant),500
40233754,Fade,YKSC-A,Sun M0 (Orange radiant),500
40233881,Fade,FIO1-8,Sun A0 (Blue Small),850
40233969,Fade,C-OK0R,Sun K7 (Orange),550
40234020,Fade,0-ARFO,Sun K5 (Red Giant),580
40234036,Fade,E9KD-N,Sun K5 (Orange Bright),620
40234094,Fade,8W-OSE,Sun K3 (Yellow Small),650
40234159,Fade,WQY-IQ,Sun K3 (Yellow Small),650
40234195,Fade,C4C-Z4,Sun G3 (Pink Small),740
40234228,Fade,GME-PQ,Sun M0 (Orange radiant),500
40234270,Fade,MPPA-A,Sun G5 (Yellow),680
40234318,Fade,X5-UME,Sun K5 (Red Giant),580
40234354,Fade,I-UUI5,Sun K5 (Orange Bright),620
40234368,Fade,8QMO-E,Sun O1 (Bright Blue),1000
40234459,Providence,G-5EN2,Sun K5 (Orange Bright),620
40234545,Providence,9-F0B2,Sun K7 (Orange),550
40234607,Providence,YWS0-Z,Sun G5 (Yellow),680
40234719,Providence,4B-NQN,Sun M0 (Orange radiant),500
40234781,Providence,9UY4-H,Sun K7 (Orange),550
40234858,Providence,49GC-R,Sun B5 (White Dwarf),820
40234914,Providence,D-GTMI,Sun K3 (Yellow Small),650
